location,year,deaths,incidence,region,"medical doctors per 10,000","nurses and midwifes per 10,000","pharmacists per 10,000","dentists per 10,000",composite_score,rank
Saint Vincent and the Grenadines,2001,0.6601269462351835,0.419662157182463,Americas,0.03685540199138059,0.15079355261692995,0.11391585760517796,0.1255364806866953,0.2041008725886191,54.0
Bosnia and Herzegovina,2001,0.5650950670307409,0.86226791700974,Europe,0.14935354436023185,0.14077363648733904,0.03689320388349514,0.10193133047210298,0.19512971833304274,55.0
Malaysia,2001,0.8548000299581502,0.45621915146832737,Western Pacific,0.05766087085748255,0.0648614323944301,0.05307443365695792,0.028969957081545053,0.1838995192224208,56.0
Ecuador,2001,0.794968355510166,-2.220446049250313e-16,Americas,0.0821816020211027,0.04317223122502753,0.007119741100323623,0.10300429184549356,0.17461564132558982,57.0
Thailand,2001,0.6895519208976957,0.05172808387801964,South-East Asia,0.0,0.02841037947855202,0.05242718446601942,0.0,0.12325280562772188,58.0
Finland,2002,0.46584220505137086,0.6916727178677836,Europe,0.2686407037871473,1.0,0.8004012036108327,0.9588766298896688,0.7485979830670091,1.0
Iceland,2002,0.7025164939397449,0.6820148765269828,Europe,0.3813968458319923,0.5334096849715824,0.5436308926780342,0.9999999999999999,0.6844371016028297,2.0
Italy,2002,0.4407562907166451,0.7381648130871749,Europe,1.0,0.21495323462157248,0.5596790371113342,0.5376128385155465,0.5614940948110729,3.0
Israel,2002,0.7358219987269239,0.5655572192924737,Europe,0.3942710009655616,0.21417413627209234,0.3214643931795386,0.885656970912738,0.5548333965420775,4.0
Denmark,2002,0.3688087582416708,0.6763347524223945,Europe,0.5400708078532347,0.3996384983658412,0.2196589769307924,0.8505516549648945,0.5373394718499076,5.0
Japan,2002,0.6048833051716355,0.6348315555883995,Western Pacific,0.20952687479884136,0.32336476995173485,0.6068204613841526,0.7081243731193579,0.5347819660211719,6.0
Sweden,2002,0.38810781309534326,0.692379527877062,Europe,0.34213067267460573,0.4049753220597802,0.37161484453360083,0.815446339017051,0.5310483604614723,7.0
Norway,2002,0.4501332356938478,0.6168244230169612,Europe,0.3427743804312842,0.5424472258255522,0.24122367101303918,0.8074222668004011,0.5283282827388522,8.0
France,2002,0.5176808757334452,0.6318734516225192,Europe,0.36026177448771596,0.2556611233819101,0.5396188565697092,0.7081243731193579,0.5219253596653017,9.0
Malta,2002,0.6132236054531066,0.7138484937447932,Europe,0.3419161034223796,0.19792993568543127,1.0000000000000002,0.3891675025075225,0.521423947589334,10.0
Syrian Arab Republic,2002,0.8941404962936444,0.7572963023564504,Eastern Mediterranean,0.15148589207166616,0.06306801139041787,0.2883650952858576,0.8345035105315946,0.5092196210372075,11.0
Ireland,2002,0.6184786479953688,0.6540053118490466,Europe,0.2554446947752387,0.584167942440214,0.4007021063189569,0.5325977933801402,0.4958566115274627,12.0
Andorra,2002,0.7017429808359092,0.7001611343725728,Europe,0.32507241712262636,0.11663102291717796,0.5050150451354063,0.629889669007021,0.4942190698657805,13.0
Germany,2002,0.4088172291033102,0.6769835130642031,Europe,0.3556485355648536,0.33960897053839595,0.2948846539618857,0.7572718154463389,0.4924352547157526,14.0
Czechia,2002,0.37568883191675706,0.9222765741949215,Europe,0.3720630833601545,0.3172098929908417,0.2637913741223671,0.6519558676028083,0.4692746135233114,15.0
Luxembourg,2002,0.5469784168875463,0.663989224940153,Europe,0.23956657011050317,0.29964122521006437,0.34754262788365103,0.6429287863590771,0.46205469717163994,16.0
Jordan,2002,0.9070959695297548,0.8932754623892805,Eastern Mediterranean,0.22132818367127993,0.0924400191658194,0.5320962888665999,0.42126379137412234,0.4604673193704548,17.0
Switzerland,2002,0.548088613235175,0.6758967074173231,Europe,0.37957300718806997,0.4682381080375681,0.31644934804413244,0.4784353059177532,0.4562980804780305,18.0
Estonia,2002,0.18255361443764884,0.7769680371432407,Europe,0.3155240853985624,0.23450860319352415,0.27382146439317956,0.7803410230692075,0.45094276841881614,19.0
Lithuania,2002,0.29447722034109536,0.7387801552841763,Europe,0.394700139470014,0.29188919663273694,0.3059177532597794,0.6479438314944833,0.4503147222806853,20.0
Croatia,2002,0.34061189865150876,0.9194613546457517,Europe,0.261345349211458,0.18998313252073376,0.2657973921765296,0.7011033099297893,0.4427075042165288,21.0
Australia,2002,0.6665420230307165,0.5699710006334763,Western Pacific,0.2706791116832958,0.37373347824562636,0.3294884653961886,0.4754262788365095,0.4338011195900991,22.0
Slovenia,2002,0.4801714015804144,0.901078796960734,Europe,0.23666988520545007,0.26769819288137836,0.19558676028084257,0.5997993981945836,0.42508108110306064,23.0
New Zealand,2002,0.6389478990646095,0.4753409378637611,Western Pacific,0.22540499946357687,0.35410019983872665,0.489468405215647,0.3901705115346038,0.4179190553632115,24.0
Colombia,2002,0.8024133714842456,0.499775761733409,Americas,0.13925544469477527,0.010556782635455987,0.03410230692076229,0.7973921765295887,0.4079571263475302,25.0
Spain,2002,0.5182995495439883,0.720709986058557,Europe,0.3306512176805064,0.15196313306610262,0.3891675025075226,0.4593781344032096,0.4062226176314547,26.0
Austria,2002,0.47279516299278523,0.5961423073645381,Europe,0.4331080356184959,0.21744634933990895,0.29137412236710136,0.48746238716148443,0.4059498745803414,27.0
Republic of Korea,2002,0.7908549434071682,0.6758515279854477,Western Pacific,0.15845939276901622,0.1301094243631845,0.5631895687061185,0.32698094282848544,0.4030037159045425,28.0
Slovakia,2002,0.4557430147981282,0.9045180518947044,Europe,0.34095054178736184,0.2661789510998921,0.22768304914744236,0.432296890672016,0.39387823787052717,29.0
Cyprus,2002,0.6115413465597975,0.6797109013517991,Europe,0.19815470443085506,0.10720393288846819,0.0732196589769308,0.6599799398194582,0.3881644326185531,30.0
Portugal,2002,0.43154097843956174,0.7437981842723295,Europe,0.35060615813753887,0.14471751841593725,0.22467402206619866,0.5005015045135406,0.3796697715157157,31.0
Hungary,2002,0.19789870506894913,0.9160883224742103,Europe,0.39223259306941316,0.21810858293696705,0.25025075225677035,0.4754262788365095,0.3780663212265507,32.0
Azerbaijan,2002,0.6527977675520663,0.9837250322642265,Europe,0.37742731466580837,0.3117951594619547,0.13640922768304917,0.275827482447342,0.3750327047440981,33.0
Philippines,2002,0.7766061078626065,0.32589512709894597,Western Pacific,0.11425812681042809,0.15118403471662245,0.27933801404212644,0.5175526579739217,0.3732920014495574,34.0
Latvia,2002,0.13158115455770025,0.757299528171426,Europe,0.29664199120266066,0.17397266143891676,0.31995987963891676,0.543630892678034,0.36907444720201804,35.0
United Arab Emirates,2002,1.0,0.8579936303689307,Eastern Mediterranean,0.18646068018452958,0.1184229491209823,0.20411233701103315,0.28786359077231694,0.3676071731146851,36.0
Albania,2002,0.763768338195649,0.8532022230069721,Europe,0.12273361227336124,0.13092747763013865,0.17402206619859584,0.42527582748244735,0.3639781124914908,37.0
North Macedonia,2002,0.41866256081026565,0.8834877498262067,Europe,0.23398776955262313,0.1316286661446708,0.07723169508525578,0.5677031093279838,0.36174932330810816,38.0
Uzbekistan,2002,0.7264430849454139,1.0,Europe,0.3031863533955584,0.4111301990206734,0.014543630892678036,0.2076228686058174,0.34773642118428805,39.0
Kazakhstan,2002,0.4060053976267931,0.877015629905775,Europe,0.36519686728891754,0.23602784497501045,0.20661985957873624,0.316950852557673,0.345954791459481,40.0
Poland,2002,0.4706099573990824,0.8829461719078181,Europe,0.24471623216393093,0.19991663647660565,0.31995987963891676,0.27883650952858574,0.34139725272710997,41.0
Ukraine,2002,0.0,0.7090527779381613,Europe,0.7500268211565284,0.24019602114472924,0.012036108324974927,0.44734202607823464,0.33911960984083883,42.0
Belarus,2002,0.08328755914232577,0.7631845997277101,Europe,0.34888960411972963,0.3688251586439014,0.14493480441323975,0.44032096288866596,0.33861774346579543,43.0
Netherlands,2002,0.5167818898448698,0.6479285052923794,Europe,0.27143010406608736,0.2953561842879236,0.08224674022066199,0.39317953861584753,0.3371182477737811,44.0
Turkmenistan,2002,0.6616832832078651,0.9188219459883888,Europe,0.28258770518184745,0.2686331109007546,0.1298896690070211,0.2056168505516549,0.32823774488853935,45.0
Paraguay,2002,0.8518778540979125,0.3438542672600996,Americas,0.12713228194399745,0.0643145687495861,0.08024072216649951,0.4583751253761284,0.31751983013371,46.0
Romania,2002,0.27284891097030683,0.8863752363143091,Europe,0.22325930694131532,0.20918790683541938,0.16298896690070214,0.38114343029087255,0.31486391352905,47.0
Georgia,2002,0.2837179063512939,0.9826814998481724,Europe,0.4189464649715696,0.15971516164343008,0.04513540621865598,0.33701103309929786,0.3095483911338331,48.0
Republic of Moldova,2002,0.35180837949940535,0.774648374806196,Europe,0.24750563244287097,0.2060715134374988,0.16148445336008027,0.3259779338014042,0.3028670276854349,49.0
Kyrgyzstan,2002,0.6238546090479278,0.9847692299510072,Europe,0.268211565282695,0.25476516028000795,0.013039117352056172,0.2026078234704112,0.30124925656693935,50.0
Algeria,2002,0.8471047551487679,0.7942794392523934,Africa,0.11704752708936811,0.07393643336566591,0.08525576730190572,0.275827482447342,0.299383622465809,51.0
Brunei Darussalam,2002,0.9332655170062283,0.6358723059028298,Western Pacific,0.12369917390837895,0.23119743520823355,0.04363089267803411,0.2026078234704112,0.29481661262897946,52.0
Mongolia,2002,0.6565972444187413,0.9530185163572386,Western Pacific,0.29031219826198906,0.1258633383585177,0.1800401203610833,0.12236710130391172,0.2934327157922755,53.0
Turkey,2002,0.8028294457777572,0.5405190206245231,Europe,0.14461967600042916,0.05449792954613626,0.16599799398194587,0.24072216649949846,0.2794735431664808,54.0
Armenia,2002,0.5939407378432653,0.8421147940376833,Europe,0.2705718270571827,0.18674987437039117,0.017051153460381142,0.18856569709127377,0.27221972380810894,55.0
Tajikistan,2002,0.7135942847945768,0.8717221088491357,Europe,0.21295998283445983,0.13630325624155165,0.05165496489468407,0.14242728184553657,0.2664642813753922,56.0
Russian Federation,2002,0.004065063723973528,0.6810612929138987,Europe,0.49919536530415193,0.2634131519592376,0.02958876629889669,0.2928786359077232,0.2618656654055023,57.0
Trinidad and Tobago,2002,0.6201716672461733,0.6935869251718069,Americas,0.08239459285484392,0.0999193633208288,0.18806419257773324,0.16148445336008022,0.2465569687862221,58.0
Bosnia and Herzegovina,2002,0.5672639980796754,0.9118378249635753,Europe,0.1370024675464006,0.14452274382856722,0.04413239719157473,0.16048144433299896,0.24458689387865215,59.0
Malaysia,2002,0.8554499405596131,0.6589904326029731,Western Pacific,0.07520652290526769,0.07210555224438757,0.05817452357071214,0.09127382146439317,0.2237642058198767,60.0
Ecuador,2002,0.7861433602425276,0.38701505522586477,Americas,0.08861710116940244,0.05177108532295574,0.01855566700100301,0.16649949849548643,0.2068367555849871,61.0
Tuvalu,2002,0.42086755945393617,0.4683701332906257,Western Pacific,0.06458534492007297,0.14662630937216362,0.05165496489468407,0.2046138415245737,0.19477183864064193,62.0
Thailand,2002,0.6790488596576622,0.4083100234893867,South-East Asia,0.02918141830275722,0.03969506090601348,0.05667001003009028,0.06619859578736208,0.16142460605441952,63.0
Madagascar,2002,0.46758101922538986,0.0,Africa,0.011479454994099346,0.0,0.0,0.0030090270812437314,0.06348656259892987,64.0
United Republic of Tanzania,2002,0.2612917324723151,0.08682356873483232,Africa,0.0,0.002687889305706506,0.0010030090270812437,0.0,0.041478120512219024,65.0
Finland,2003,0.5573604897462504,0.6787374018686992,Europe,0.36366241581888525,0.9999999999999999,0.8397959183673469,0.9049429657794676,0.7619877917077775,1.0
Iceland,2003,0.7483882138721245,0.6714894978601801,Europe,0.5142570568849406,0.5280417490219724,0.558673469387755,0.9448669201520913,0.6860662616590687,2.0
Denmark,2003,0.48451061354687164,0.6642773107310852,Europe,0.7301905717151456,0.3826869605029536,0.22806122448979588,0.80893536121673,0.5903294595504879,3.0
Israel,2003,0.7881335140604481,0.5506985499584284,Europe,0.5262931652099155,0.20364559487517356,0.3112244897959183,0.9001901140684412,0.5658408396077943,4.0
Sweden,2003,0.4995026767267151,0.6793019801638301,Europe,0.46668577160051583,0.39519380018090244,0.3811224489795918,0.7728136882129278,0.5626086769928196,5.0
Norway,2003,0.5602661491533745,0.6132220827002571,Europe,0.4590915603954721,0.5390596792144513,0.2581632653061224,0.7718631178707225,0.5539250193969683,6.0
Niue,2003,0.3532071519725154,0.5404340107496958,Western Pacific,0.2978936810431294,0.32584784089513236,0.26836734693877545,0.9999999999999999,0.5447820937152321,7.0
France,2003,0.5975484524222509,0.6162755059437602,Europe,0.48287720303768455,0.2643558791452171,0.5566326530612244,0.6739543726235742,0.5437995662438629,8.0
Malta,2003,0.673395128009946,0.7053121613509233,Europe,0.4364522137842098,0.19288822384265203,1.0,0.3878326996197719,0.5334396031099505,9.0
Germany,2003,0.5042526348543209,0.6620416331480367,Europe,0.4790084539332283,0.335525752550688,0.29795918367346935,0.7281368821292776,0.5248831502073193,10.0
Estonia,2003,0.33155126793502054,0.7705258967035505,Europe,0.42556240149018487,0.23215821152192603,0.2887755102040816,0.7804182509505704,0.5205076257022385,11.0
Czechia,2003,0.4619223082866405,0.9144799260147354,Europe,0.4990686344748532,0.3057103401041492,0.2790816326530612,0.623574144486692,0.520031841160198,12.0
Lithuania,2003,0.39354064918064924,0.7308672552254528,Europe,0.5219945550938531,0.27771884177731126,0.33928571428571425,0.6378326996197718,0.508675575294703,13.0
Andorra,2003,0.7631513409114707,0.6885115655904629,Europe,0.4993552084825907,0.10798316043371933,0.4989795918367346,0.6007604562737643,0.5065591343027185,14.0
Italy,2003,0.5260385426973576,0.7325177085534406,Europe,0.5126808998423844,0.1958288200764555,0.5841836734693876,0.5095057034220533,0.506177080809393,15.0
Jordan,2003,0.925604530882396,0.8911715556385661,Eastern Mediterranean,0.3050580312365669,0.09774690772111237,0.5627551020408162,0.5741444866920152,0.5054567917077698,16.0
Ireland,2003,0.6971641846586366,0.6382116497067113,Europe,0.3648087118498352,0.5426702847167163,0.43265306122448977,0.5161596958174905,0.49989509948724187,17.0
Croatia,2003,0.43013549543217866,0.9141722846748668,Europe,0.3562114916177103,0.1861881311580366,0.2780612244897959,0.6796577946768061,0.49071867566816835,18.0
Switzerland,2003,0.6233558097601525,0.6669200822849474,Europe,0.5204183980512969,0.4712770748884248,0.31785714285714284,0.46577946768060846,0.4824380592819703,19.0
Syrian Arab Republic,2003,0.9246669997687404,0.756233625199859,Eastern Mediterranean,0.19229115919186132,0.05989138405303495,0.3081632653061224,0.7918250950570342,0.4804104746023086,20.0
Luxembourg,2003,0.6187900466904119,0.650869704179026,Europe,0.33686774609542913,0.3348185205450897,0.3627551020408163,0.6159695817490495,0.479149914202452,21.0
Hungary,2003,0.32002785448441706,0.9129983708547966,Europe,0.5383292735348905,0.2155568707589344,0.2586734693877551,0.5019011406844106,0.46681066686824363,22.0
Ukraine,2003,0.1645403330981,0.7022278969749088,Europe,1.0,0.23401934837876368,0.013265306122448979,0.4287072243346008,0.45460466063682675,23.0
Slovenia,2003,0.5515226656114595,0.8934375317851261,Europe,0.3188135836079668,0.26751981180184103,0.2071428571428571,0.5731939163498099,0.4528234388172785,24.0
Austria,2003,0.5593509996717068,0.575921008388094,Europe,0.5900558819315089,0.21194626525666937,0.3056122448979592,0.47148288973384034,0.44113135644331425,25.0
Australia,2003,0.7238131225572634,0.5532969123258099,Western Pacific,0.37097005301619146,0.3608744365408166,0.4040816326530612,0.44676806083650195,0.4370844618109103,26.0
Spain,2003,0.5931764393309624,0.7058819742130588,Europe,0.4547929502794097,0.15707995071709605,0.386734693877551,0.44676806083650195,0.4332735064038661,27.0
Slovakia,2003,0.5399126232959639,0.8991575586728326,Europe,0.44734202607823476,0.24600506973679798,0.24081632653061222,0.4125475285171103,0.4311272766726141,28.0
Portugal,2003,0.5238341373530332,0.7343001227161071,Europe,0.4751397048287721,0.1489281712841472,0.25,0.5066539923954373,0.42978628783468287,29.0
Latvia,2003,0.2775783476873256,0.7519250108491796,Europe,0.40177675884797254,0.17580298749688258,0.28367346938775506,0.5275665399239543,0.42481220025897204,30.0
Kazakhstan,2003,0.48738836277334907,0.8718877979440652,Europe,0.49319386731623444,0.23107875214496024,0.33673469387755095,0.3136882129277567,0.4192330655853383,31.0
Belarus,2003,0.2568739185081337,0.7557253531811375,Europe,0.4695515116778909,0.3524248752107737,0.15102040816326529,0.417300380228137,0.4058655139164787,32.0
New Zealand,2003,0.7063214142873564,0.46572657637068626,Western Pacific,0.30821034532167935,0.3306867967229102,0.49693877551020404,0.37262357414448677,0.40306475187201474,33.0
Azerbaijan,2003,0.698166195639938,0.9841551800470746,Europe,0.502650809571572,0.30005248405936286,0.111734693877551,0.2566539923954373,0.39603952832858924,34.0
Serbia,2003,0.3534389478899478,0.906767616466974,Europe,0.3841524573721164,0.2099734601884215,0.1260204081632653,0.43916349809885935,0.39409600045391446,35.0
Colombia,2003,0.8453262270246605,0.4749010358629938,Americas,0.18999856712996133,0.015112431277521562,0.03673469387755102,0.8222433460076046,0.39242496132905147,36.0
Republic of Korea,2003,0.8230166640673265,0.6716586757428297,Western Pacific,0.2225247170081674,0.12674341995064264,0.5841836734693876,0.31939163498098866,0.3877040237432867,37.0
Cyprus,2003,0.6852973587807735,0.6691894100561645,Europe,0.26149878206046717,0.10708981474243727,0.05459183673469387,0.6368821292775666,0.38531697457379815,38.0
North Macedonia,2003,0.5144833495232239,0.8819590160476524,Europe,0.3024788651669294,0.12220224601995883,0.07806122448979591,0.5161596958174905,0.38355952945533467,39.0
Georgia,2003,0.3994792639086133,0.9814786754136336,Europe,0.5651239432583466,0.15629827323722423,0.04642857142857142,0.32699619771863125,0.38268858170521536,40.0
Poland,2003,0.555887637847379,0.8788227344561953,Europe,0.3450351053159479,0.19005929582025885,0.33928571428571425,0.27471482889733845,0.37758762069188845,41.0
Romania,2003,0.3889876102989175,0.8880744535610227,Europe,0.283851554663992,0.20029554853286582,0.1801020408163265,0.3963878326996198,0.3697780095403515,42.0
Uzbekistan,2003,0.7674676785149245,1.0,Europe,0.39547213067774756,0.39448656817530414,0.01530612244897959,0.19771863117870722,0.3594822950554551,43.0
Albania,2003,0.7839443014729265,0.855178923309449,Europe,0.166212924487749,0.12696675637346316,0.1801020408163265,0.4106463878326997,0.35300642398324017,44.0
Netherlands,2003,0.6018329165104335,0.6270848594777451,Europe,0.3679610259349477,0.2926079366320123,0.08826530612244897,0.3802281368821293,0.3523529823526977,45.0
Russian Federation,2003,0.1547692937998899,0.673527146948656,Europe,0.6704398911018772,0.25694855445500325,0.033163265306122444,0.2775665399239544,0.3497585956339228,46.0
United Arab Emirates,2003,1.0,0.8552298278622018,Eastern Mediterranean,0.2596360510101734,0.12317003718551442,0.22244897959183674,0.288022813688213,0.3492808085656192,47.0
Turkmenistan,2003,0.7105432359963377,0.9228638275908942,Europe,0.36179968476859153,0.2736987861665419,0.1301020408163265,0.19106463878326996,0.3415375112279997,48.0
Republic of Moldova,2003,0.4398280530759273,0.7696082069185498,Europe,0.329560108898123,0.19713161587624184,0.15969387755102038,0.317490494296578,0.33665617463920666,49.0
Democratic People's Republic of Korea,2003,0.6624499158311624,0.9289501688323215,South-East Asia,0.4400343888809285,0.1371657863489334,0.15459183673469384,0.15494296577946767,0.32781122613728436,50.0
Kyrgyzstan,2003,0.6815676949763291,0.985463574213535,Europe,0.35463533457515406,0.2397144271606868,0.013775510204081631,0.18155893536121673,0.3177211601429825,51.0
Armenia,2003,0.6446600745942385,0.8407619610831515,Europe,0.3457515403352916,0.17535631465124155,0.015816326530612244,0.19581749049429656,0.2905783746213894,52.0
Tajikistan,2003,0.7698171886110536,0.8781065092836223,Europe,0.2693795672732483,0.12317003718551442,0.052040816326530605,0.13212927756653992,0.26567348176520544,53.0
Turkey,2003,0.8365183574327573,0.5266003270623586,Europe,0.19587333428858006,0.05654133771072722,0.16836734693877548,0.24809885931558937,0.2553701687019486,54.0
Bosnia and Herzegovina,2003,0.6369322638684344,0.9077922884117328,Europe,0.18684625304484886,0.15484658648889088,0.044387755102040814,0.10361216730038025,0.24329409275196284,55.0
Trinidad and Tobago,2003,0.6666292200401278,0.6840532093420225,Americas,0.10732196589769309,0.10347920924017227,0.19999999999999998,0.1758555133079848,0.24325575393181637,56.0
Tuvalu,2003,0.5251204856025079,0.4556203121239665,Western Pacific,0.1440034388880929,0.18469922167256644,0.10510204081632653,0.19486692015209126,0.21503087615263192,57.0
Mauritius,2003,0.7295004415706337,0.6280821788947292,Africa,0.1315374695515117,0.08148057159235148,0.11479591836734693,0.11692015209125477,0.2060823820237815,58.0
Malaysia,2003,0.8685798282133762,0.6515466309159411,Western Pacific,0.10187705975068062,0.07641827934175312,0.06428571428571428,0.09220532319391636,0.19174357546788515,59.0
Ecuador,2003,0.8179011497232449,0.3902075828019399,Americas,0.11205043702536181,0.04950624039188097,0.01887755102040816,0.15684410646387834,0.16464598237460523,60.0
Fiji,2003,0.7052000929064312,0.45763987207993606,Western Pacific,0.05917753259779338,0.06413477608662475,0.053061224489795916,0.06463878326996199,0.13929485533715247,61.0
Samoa,2003,0.775284497570139,0.39950754083679885,Western Pacific,0.03496202894397479,0.055052428225257105,0.055102040816326525,0.05038022813688214,0.12470534345150795,62.0
Indonesia,2003,0.7197072959438834,0.3659040804856607,South-East Asia,0.015045135406218657,0.022594201442008834,0.0030612244897959178,0.020912547528517112,0.09079751666183829,63.0
Gambia,2003,0.5780646520819772,0.3330148752222736,Africa,0.010459951282418684,0.03718551439961586,0.005612244897959183,0.0028517110266159697,0.07695338828546526,64.0
Ethiopia,2003,0.4442059204857354,0.08468167772330204,Africa,0.0,0.0,0.001020408163265306,0.0,0.029631125800613427,65.0
Madagascar,2003,0.5668805783640699,0.0,Africa,0.016478005444906147,0.0036106055022650033,0.0,0.0076045627376425855,0.029393298634294563,66.0
Lesotho,2003,2.220446049250313e-16,0.15915192472788864,Africa,0.002722453073506233,0.013884080952008724,0.001020408163265306,0.0009505703422053233,0.023906369881021006,67.0
Iceland,2004,0.7587931160412501,0.7176596324007685,Europe,0.5955441302485005,0.9573752857334947,0.5360975609756098,0.8074074074074075,0.7418916249883161,1.0
Denmark,2004,0.5189704351553421,0.709648273380115,Europe,0.7634961439588689,0.6990049751243781,0.21268292682926832,0.7045267489711935,0.6433951477371335,2.0
Norway,2004,0.5941575802449688,0.673697021223495,Europe,0.48257640674093116,1.0,0.24926829268292686,0.6617283950617285,0.6430057785452266,3.0
Greece,2004,0.5810493844183848,0.7169147591614982,Europe,0.7006569551556698,0.22314105149926047,0.4214634146341464,1.0,0.6293852295279541,4.0
Sweden,2004,0.527408704450325,0.7216249901257206,Europe,0.47857754927163665,0.7258975393303752,0.3721951219512195,0.679835390946502,0.6122693216519208,5.0
Finland,2004,0.5829141903958569,0.7220979187838981,Europe,0.5185661239645816,0.5901573215006051,0.4975609756097561,0.6518518518518519,0.6040423212001242,6.0
Niue,2004,0.3322802201444728,0.5965371489609126,Western Pacific,0.2974864324478721,0.764219443323921,0.25658536585365854,0.8658436213991769,0.5794633701543984,7.0
Switzerland,2004,0.6505770920039972,0.7143872848349904,Europe,0.5247072265067124,0.8416027968266774,0.29463414634146345,0.4090534979423869,0.5772328452263404,8.0
Czechia,2004,0.5047560139538642,0.9226216517272144,Europe,0.4965724078834619,0.5562726906010488,0.2697560975609756,0.5481481481481482,0.5762652766123258,9.0
Belgium,2004,0.5516695147384081,0.6952536899879476,Europe,0.40645529848614687,0.6064945542557483,0.5439024390243903,0.6082304526748972,0.5755721675914166,10.0
Ireland,2004,0.7229604346844188,0.6849201021170237,Europe,0.38817480719794345,0.8157859351889202,0.4278048780487805,0.45185185185185184,0.5695086801263011,11.0
Germany,2004,0.5379335725566258,0.7055257975019762,Europe,0.4812910596972294,0.6105956702971628,0.28439024390243905,0.6353909465020577,0.5639937279347935,12.0
France,2004,0.6352569121411848,0.6672770676222444,Europe,0.4842902027992003,0.4874949576442113,0.5473170731707317,0.5818930041152264,0.5576236095206606,13.0
Malta,2004,0.6860090928414884,0.7471304754239687,Europe,0.47800628391888034,0.35565416162431085,1.0,0.36213991769547327,0.5574508767584254,14.0
Japan,2004,0.6598018261935445,0.6668429022312317,Western Pacific,0.2866323907455013,0.5882076105956703,0.6273170731707317,0.5958847736625514,0.5551303469617885,15.0
Luxembourg,2004,0.6485821619324954,0.698784486479213,Europe,0.34275921165381323,0.6149657119806373,0.34146341463414637,0.634567901234568,0.5482111808493099,16.0
Estonia,2004,0.3676391909466169,0.8029331104628066,Europe,0.4285918309054556,0.42557482855990314,0.30195121951219517,0.6732510288065844,0.539061374671773,17.0
Lithuania,2004,0.406215972608038,0.7691060610176963,Europe,0.5148528991716653,0.49475594997983047,0.33219512195121953,0.5333333333333334,0.5374494338123493,18.0
Israel,2004,0.8055666343807677,0.6109515032161901,Europe,0.5209940017137962,0.3576711039397606,0.3146341463414634,0.737448559670782,0.5364230827531017,19.0
Ukraine,2004,0.18343536223140933,0.7458176342463956,Europe,0.9999999999999999,0.42248218367621343,0.011707317073170732,0.37119341563786,0.5241169394320379,20.0
Croatia,2004,0.46700219877948224,0.924453864315272,Europe,0.3644672950585547,0.3414011025951324,0.27317073170731704,0.609053497942387,0.5186743506010103,21.0
Australia,2004,0.7396450576611046,0.6142013482059152,Western Pacific,0.3813196229648672,0.6682802205190265,0.4478048780487805,0.4115226337448559,0.5171867340596878,22.0
Italy,2004,0.5627238278538319,0.7724001920152225,Europe,0.5205655526992289,0.34388866478418717,0.44439024390243903,0.46584362139917695,0.5130200823058667,23.0
Slovenia,2004,0.5791383797083945,0.9053694507710175,Europe,0.32562125107112255,0.48561247814979147,0.20487804878048782,0.49135802469135803,0.5061140845766883,24.0
United States of America,2004,0.6449803937737484,0.5128089126463717,Americas,0.3840331333904599,0.6780287750437004,0.37170731707317073,0.4765432098765432,0.5004414448990214,25.0
Hungary,2004,0.3529929064199159,0.9251906119040101,Europe,0.4744358754641531,0.3881269329030523,0.24926829268292686,0.4197530864197531,0.499915469070598,26.0
Belarus,2004,0.2968488999026073,0.79008081361806,Europe,0.46800914024564416,0.645152615301869,0.14536585365853658,0.37613168724279833,0.49982524113677507,27.0
Azerbaijan,2004,0.7056715467559769,0.9872949096660519,Europe,0.5024278777492145,0.5338173994890413,0.09951219512195122,0.22386831275720165,0.4972570303896153,28.0
Slovakia,2004,0.5625918215420278,0.9118507924199635,Europe,0.446872322193659,0.4327685894850073,0.24048780487804877,0.35720164609053495,0.49371398397705396,29.0
Kazakhstan,2004,0.5114774736274331,0.8889670427952443,Europe,0.4902884890031419,0.4242974317601183,0.3565853658536585,0.2806584362139918,0.4921151243542128,30.0
Uzbekistan,2004,0.7775463927627188,1.0,Europe,0.38617537846329625,0.7057953475863923,0.014634146341463414,0.1654320987654321,0.49157396511696205,31.0
Austria,2004,0.5892117427211961,0.630930592705486,Europe,0.6012567837760641,0.3978082560172112,0.2980487804878049,0.4131687242798354,0.48118507771963687,32.0
Andorra,2004,0.7855517813431819,0.7298265275108915,Europe,0.4562982005141389,0.18663439558961945,0.47268292682926827,0.4979423868312757,0.4781725670863039,33.0
Spain,2004,0.6201228919507954,0.7427478732233959,Europe,0.4851471008283348,0.2832459324996638,0.3917073170731707,0.4,0.467708762901342,34.0
Latvia,2004,0.30871057879022046,0.7884210280338443,Europe,0.4133104827192231,0.32741696920801394,0.2673170731707317,0.4962962962962963,0.46590211838030193,35.0
Portugal,2004,0.5614932453530075,0.7708614947909067,Europe,0.48486146815195663,0.2794137421003092,0.25414634146341464,0.4609053497942387,0.4657094655529672,36.0
Serbia,2004,0.36729745804938596,0.9212526804221141,Europe,0.3927449300199943,0.3893370982923221,0.12975609756097561,0.38847736625514406,0.4610880628245437,37.0
New Zealand,2004,0.7246039770364612,0.5458130498094118,Western Pacific,0.3096258211939446,0.6192685222535969,0.4702439024390244,0.3160493827160494,0.46020216072913345,38.0
