,Region,Location,Period,"Medical Doctors per 10,000","Nurses and Midwifes per 10,000","Pharmacists per 10,000","Dentists per 10,000"
868,Eastern Mediterranean,Libya,2014,20.37,67.24,6.11,7.13
869,Eastern Mediterranean,Lebanon,2014,20.45,16.46,11.65,8.62
870,Europe,Bosnia and Herzegovina,2014,20.83,59.9,1.24,2.31
871,Eastern Mediterranean,Oman,2014,21.62,46.96,4.93,2.57
872,Europe,Montenegro,2014,21.7,50.33,1.68,0.4
873,Europe,Kyrgyzstan,2014,21.93,49.19,0.41,1.64
874,Western Pacific,Republic of Korea,2014,22.1,56.17,6.46,4.54
875,Eastern Mediterranean,United Arab Emirates,2014,22.32,44.29,6.81,4.87
876,Eastern Mediterranean,Jordan,2014,22.36,34.85,13.89,7.83
877,Europe,Poland,2014,22.92,57.9,7.25,3.42
878,Western Pacific,Japan,2014,23.54,111.8,16.95,7.92
879,Eastern Mediterranean,Saudi Arabia,2014,23.71,55.46,7.46,4.41
880,Europe,Uzbekistan,2014,23.9,113.56,0.41,1.5
881,Europe,Cyprus,2014,23.96,37.52,1.56,6.98
882,Americas,Costa Rica,2014,26.59,24.08,8.34,9.24
883,Eastern Mediterranean,Kuwait,2014,26.7,67.07,4.95,6.19
884,Europe,Romania,2014,26.9,63.15,8.53,7.44
885,Europe,United Kingdom,2014,27.38,83.94,8.21,5.3
886,Europe,Slovenia,2014,27.75,86.43,6.04,6.63
887,Europe,Luxembourg,2014,28.82,123.17,6.87,8.56
888,Europe,Armenia,2014,28.83,51.38,0.51,3.89
889,Western Pacific,New Zealand,2014,28.89,106.44,6.61,6.16
890,Eastern Mediterranean,Afghanistan,2014,3.04,1.5,0.52,0.03
891,Western Pacific,Lao People's Democratic Republic,2014,3.77,12.67,1.9,0.51
892,Americas,Jamaica,2014,3.91,14.69,0.26,0.13
893,Europe,Ireland,2014,30.12,121.78,11.68,5.92
894,Europe,North Macedonia,2014,30.21,47.01,5.02,8.82
895,Europe,Serbia,2014,30.3,62.05,3.24,3.2
896,Europe,Croatia,2014,31.53,61.94,7.17,7.89
897,Europe,Belgium,2014,31.6,112.03,12.05,7.23
898,Europe,France,2014,31.69,89.11,9.66,6.5
899,Europe,Latvia,2014,32.16,50.2,7.76,7.02
900,Europe,Andorra,2014,32.97,42.74,8.68,8.28
901,Europe,Hungary,2014,33.25,65.86,7.7,6.29
902,Europe,Estonia,2014,33.61,60.81,6.72,9.3
903,Europe,Netherlands,2014,33.92,104.44,2.13,4.94
904,Europe,Azerbaijan,2014,34.01,63.5,1.97,2.7
905,Europe,Slovakia,2014,34.3,60.87,6.73,4.88
906,Western Pacific,Australia,2014,34.32,121.11,8.33,5.71
907,Europe,Israel,2014,34.42,52.93,6.84,7.98
908,Europe,Finland,2014,34.48,117.68,10.19,7.29
909,Europe,Iceland,2014,36.43,161.5,4.67,8.37
910,Europe,Spain,2014,37.81,53.05,11.68,7.13
911,Europe,Kazakhstan,2014,38.65,69.93,7.95,3.61
912,Europe,Italy,2014,38.88,55.44,11.59,7.85
913,Europe,Bulgaria,2014,39.78,48.7,7.9,9.96
914,South-East Asia,Bangladesh,2014,4.78,2.43,0.77,0.4
915,Europe,Belarus,2014,40.82,109.35,3.42,5.72
916,Europe,Germany,2014,40.88,109.49,6.39,8.52
917,Europe,Sweden,2014,41.09,117.11,7.64,8.15
918,Europe,Russian Federation,2014,41.2,45.25,0.49,2.84
919,Europe,Switzerland,2014,41.25,164.53,6.46,5.1
920,Europe,Lithuania,2014,43.06,79.07,10.61,9.1
921,Europe,Norway,2014,44.29,174.42,7.22,8.66
922,Europe,Portugal,2014,45.62,63.75,8.05,8.77
923,Americas,Argentina,2014,49.25,29.52,5.97,11.03
924,Western Pacific,Philippines,2014,5.89,43.73,2.98,2.25
925,Europe,Austria,2014,50.76,70.36,7.02,6.0
926,Europe,Georgia,2014,50.81,40.64,0.81,5.67
927,Europe,Greece,2014,58.67,34.74,10.63,12.62
928,Europe,San Marino,2014,59.64,80.12,6.53,6.53
929,Europe,Malta,2014,62.37,82.92,11.35,4.63
930,Europe,Denmark,2014,63.76,114.51,5.1,7.7
931,Europe,Ukraine,2014,69.81,65.36,0.33,5.86
932,Eastern Mediterranean,Egypt,2014,7.3,18.13,3.03,1.5
933,Africa,South Africa,2014,7.4,12.03,2.7,1.05
934,Europe,Monaco,2014,77.56,208.31,27.15,10.53
935,South-East Asia,Sri Lanka,2014,8.07,18.46,0.68,0.63
936,Eastern Mediterranean,Iraq,2014,8.23,18.11,2.36,2.16
937,Americas,Nicaragua,2014,9.06,13.72,1.88,0.43
938,Western Pacific,Tuvalu,2014,9.09,37.27,2.73,4.55
939,Eastern Mediterranean,Bahrain,2014,9.74,25.37,1.67,1.0
940,Africa,Niger,2013,0.51,2.23,0.03,0.02
941,Africa,Mozambique,2013,0.58,4.27,0.04,0.05
942,Africa,Zimbabwe,2013,0.8,13.36,0.28,0.17
943,Western Pacific,Cambodia,2013,1.4,9.37,0.35,0.16
944,Africa,Madagascar,2013,1.46,2.84,0.01,0.05
945,Western Pacific,Solomon Islands,2013,1.8,19.15,1.26,0.45
946,Africa,Kenya,2013,1.93,8.96,0.49,0.23
947,Western Pacific,Kiribati,2013,1.93,54.48,0.26,0.62
948,Western Pacific,Malaysia,2013,15.55,38.37,3.34,1.74
949,Africa,Mauritius,2013,15.85,30.7,3.56,2.72
950,Europe,Tajikistan,2013,16.77,43.87,2.08,1.47
951,Europe,Turkey,2013,17.51,25.26,3.54,2.92
952,Americas,Chile,2013,18.68,21.52,3.43,8.14
953,Americas,Colombia,2013,18.84,10.77,1.27,13.12
954,Europe,Bosnia and Herzegovina,2013,19.97,57.89,1.19,2.24
955,Europe,Turkmenistan,2013,19.99,40.17,1.53,1.03
956,Eastern Mediterranean,Oman,2013,20.01,44.16,4.67,2.29
957,Western Pacific,Singapore,2013,20.34,56.43,4.06,3.35
958,Eastern Mediterranean,United Arab Emirates,2013,20.45,39.23,4.83,4.06
959,Europe,Montenegro,2013,21.29,53.33,1.66,0.4
960,Western Pacific,Republic of Korea,2013,21.75,52.55,6.5,4.49
961,Europe,Poland,2013,22.28,58.4,7.17,3.22
962,Europe,Kyrgyzstan,2013,22.36,59.06,0.55,1.69
963,Eastern Mediterranean,Lebanon,2013,23.15,15.77,12.19,9.18
964,Europe,Cyprus,2013,23.26,37.34,1.58,7.0
965,Eastern Mediterranean,Jordan,2013,23.4,36.61,14.56,8.51
966,Europe,Uzbekistan,2013,24.21,114.05,0.38,1.6
967,Americas,Costa Rica,2013,25.56,21.79,7.76,10.03
968,Europe,Romania,2013,26.33,61.57,8.09,7.1
969,Europe,Slovenia,2013,26.34,83.92,5.78,6.5
970,Europe,United Kingdom,2013,27.02,83.96,7.97,5.23
971,Western Pacific,New Zealand,2013,28.22,105.73,6.58,6.15
972,Europe,Luxembourg,2013,28.3,123.0,7.03,8.47
973,Europe,Armenia,2013,28.78,51.57,0.51,4.16
974,Europe,North Macedonia,2013,28.83,43.35,4.62,8.47
975,Africa,Nigeria,2013,3.63,9.73,0.99,0.22
976,Europe,Croatia,2013,30.42,62.26,7.03,7.6
977,Europe,Serbia,2013,30.58,62.45,3.28,3.29
978,Europe,Republic of Moldova,2013,30.6,65.59,5.58,5.14
979,Europe,Belgium,2013,31.31,109.02,11.9,7.14
980,Europe,France,2013,31.56,87.84,9.63,6.53
981,Europe,Andorra,2013,31.65,41.89,8.38,7.45
982,Europe,Latvia,2013,31.9,50.8,8.01,7.25
983,Europe,Hungary,2013,32.1,65.99,7.61,6.03
984,Europe,Netherlands,2013,32.82,123.15,2.1,4.9
985,Europe,Estonia,2013,33.35,59.63,6.59,9.03
986,Western Pacific,Australia,2013,33.56,119.49,8.24,5.62
987,Europe,Finland,2013,33.86,116.31,10.31,7.2
988,Europe,Slovakia,2013,33.93,60.81,6.16,4.78
989,Europe,Azerbaijan,2013,34.13,65.59,2.05,2.58
990,Europe,Israel,2013,34.72,52.9,6.88,6.97
991,Europe,Iceland,2013,36.06,162.61,4.72,8.4
992,Europe,Czechia,2013,36.89,84.13,6.07,7.07
993,Europe,Spain,2013,37.91,52.93,11.12,6.92
994,Europe,Kazakhstan,2013,38.32,77.83,7.88,3.65
995,Europe,Italy,2013,38.73,52.93,11.29,7.76
996,Europe,Ireland,2013,39.27,125.52,11.34,5.73
997,Europe,Belarus,2013,39.39,108.06,3.45,5.49
998,Europe,Bulgaria,2013,39.53,49.19,7.66,9.72
999,Europe,Russian Federation,2013,39.87,42.47,0.53,2.89
1000,Americas,Jamaica,2013,4.8,14.74,0.27,0.13
1001,Europe,Germany,2013,40.15,107.6,6.35,8.45
1002,Europe,Switzerland,2013,40.39,162.14,6.46,5.2
1003,Europe,Sweden,2013,40.43,117.18,7.6,8.17
1004,Europe,Lithuania,2013,42.76,78.51,10.38,9.05
1005,Europe,Norway,2013,43.06,172.1,6.9,8.73
1006,Europe,Portugal,2013,43.99,62.93,7.71,8.48
1007,Europe,Georgia,2013,47.99,40.22,0.9,5.29
1008,Americas,Argentina,2013,48.84,27.28,5.9,10.85
1009,Western Pacific,Tonga,2013,5.14,38.1,0.37,1.12
1010,Western Pacific,Philippines,2013,5.74,42.42,2.82,2.24
1011,Europe,Austria,2013,50.18,69.35,6.98,5.96
1012,Europe,Greece,2013,58.11,35.36,10.45,12.68
1013,Europe,Malta,2013,58.67,73.54,10.95,4.6
1014,Europe,Denmark,2013,63.11,113.5,5.07,7.83
1015,South-East Asia,Sri Lanka,2013,7.72,17.8,0.63,0.6
1016,Europe,Monaco,2013,81.07,196.05,27.4,10.73
1017,Europe,Ukraine,2013,81.43,74.32,0.41,6.71
1018,Eastern Mediterranean,Bahrain,2013,9.98,26.19,1.54,1.07
1019,Africa,United Republic of Tanzania,2012,0.31,4.39,0.07,0.02
1020,Africa,Burkina Faso,2012,0.46,6.09,0.12,0.02
1021,Africa,Mozambique,2012,0.56,4.15,0.03,0.03
1022,Africa,Zimbabwe,2012,0.77,11.24,0.27,0.17
1023,Africa,Madagascar,2012,1.36,2.07,0.0,0.08
1024,Western Pacific,Solomon Islands,2012,1.5,16.84,1.06,0.38
1025,Western Pacific,Cambodia,2012,1.63,9.13,0.33,0.15
1026,Africa,Kenya,2012,1.84,14.07,0.47,0.22
1027,Western Pacific,Vanuatu,2012,1.85,18.44,1.17,0.68
1028,Eastern Mediterranean,Bahrain,2012,10.23,26.51,1.69,1.14
1029,Americas,Peru,2012,11.39,15.24,0.52,1.51
1030,Western Pacific,Malaysia,2012,13.05,37.26,3.25,1.54
1031,Africa,Mauritius,2012,13.36,28.99,3.35,2.34
1032,Western Pacific,Brunei Darussalam,2012,14.69,81.68,1.26,2.32
1033,Europe,Tajikistan,2012,16.97,43.2,1.93,1.49
1034,Europe,Turkey,2012,17.26,25.05,3.53,2.85
1035,Americas,Chile,2012,17.35,18.36,2.97,7.02
1036,Eastern Mediterranean,United Arab Emirates,2012,18.01,36.7,2.35,4.19
1037,Americas,Colombia,2012,18.14,10.16,1.22,12.56
1038,Europe,Bosnia and Herzegovina,2012,19.14,57.88,1.15,2.38
1039,Western Pacific,Singapore,2012,19.32,55.57,3.74,2.97
1040,Eastern Mediterranean,Oman,2012,19.89,44.06,4.67,2.27
1041,Europe,Montenegro,2012,20.14,48.78,1.47,0.4
1042,Europe,Turkmenistan,2012,20.29,40.78,1.53,1.06
1043,Western Pacific,Republic of Korea,2012,20.99,49.07,6.57,4.41
1044,Europe,Poland,2012,22.23,83.79,7.02,3.27
1045,Europe,Kyrgyzstan,2012,22.33,58.56,0.5,1.71
1046,Europe,Cyprus,2012,22.36,35.23,1.67,7.0
1047,Eastern Mediterranean,Saudi Arabia,2012,22.73,51.62,5.76,3.7
1048,Western Pacific,Japan,2012,22.83,107.31,16.08,7.79
1049,Europe,Uzbekistan,2012,24.61,114.69,0.38,1.61
1050,Europe,Slovenia,2012,25.46,82.36,5.65,6.31
1051,Europe,Romania,2012,25.98,59.57,7.62,6.84
1052,Europe,United Kingdom,2012,26.9,83.95,7.78,5.2
1053,Western Pacific,New Zealand,2012,27.13,105.89,6.49,6.04
1054,Europe,Luxembourg,2012,28.07,122.89,7.16,8.31
1055,Europe,North Macedonia,2012,28.39,42.47,4.38,8.15
1056,Europe,Armenia,2012,28.59,52.2,0.43,4.41
1057,Europe,Belgium,2012,29.33,106.05,11.73,7.08
1058,Europe,Croatia,2012,29.99,60.73,7.05,7.57
1059,Western Pacific,Lao People's Democratic Republic,2012,3.21,8.56,1.82,0.49
1060,Americas,Jamaica,2012,3.63,15.5,0.25,0.13
1061,South-East Asia,Bangladesh,2012,3.9,1.98,0.6,0.31
1062,Europe,Serbia,2012,30.47,62.14,3.25,3.36
1063,Western Pacific,Mongolia,2012,30.75,38.22,5.28,2.85
1064,Europe,Hungary,2012,30.9,65.0,5.73,5.66
1065,Europe,Andorra,2012,31.12,39.71,8.33,6.9
1066,Europe,France,2012,31.39,90.38,9.63,6.5
1067,Europe,Latvia,2012,31.44,50.54,6.89,7.1
1068,Europe,Netherlands,2012,32.23,121.87,2.04,4.9
1069,Europe,Estonia,2012,32.84,64.61,6.4,9.04
1070,Western Pacific,Australia,2012,32.93,101.66,7.48,5.59
1071,Europe,Slovakia,2012,33.66,61.51,6.52,4.93
1072,Europe,Azerbaijan,2012,34.49,67.19,1.78,2.63
1073,Europe,Israel,2012,35.03,52.41,7.84,7.06
1074,Europe,Finland,2012,35.56,114.18,10.32,7.36
1075,Europe,Iceland,2012,35.6,159.57,4.65,8.42
1076,Europe,Czechia,2012,36.76,84.86,6.02,7.1
1077,Europe,Kazakhstan,2012,37.86,78.06,7.82,4.0
1078,Europe,Spain,2012,38.04,53.85,10.46,6.63
1079,Europe,Italy,2012,38.1,53.25,9.53,6.53
1080,Europe,Bulgaria,2012,38.68,48.31,7.6,9.48
1081,Europe,Belarus,2012,38.85,108.62,3.41,5.49
1082,Europe,Switzerland,2012,39.15,158.76,6.66,5.23
1083,Europe,Germany,2012,39.22,104.06,6.24,8.4
1084,Europe,Ireland,2012,39.49,129.83,10.88,5.79
1085,Europe,Sweden,2012,39.67,116.93,7.71,8.2
1086,Western Pacific,Marshall Islands,2012,4.67,36.38,0.78,0.78
1087,Europe,Russian Federation,2012,40.03,41.36,0.53,2.93
1088,Europe,Lithuania,2012,42.18,78.92,10.21,8.99
1089,Europe,Norway,2012,42.32,170.69,6.71,8.65
1090,Europe,Portugal,2012,42.41,62.21,7.37,8.05
1091,Europe,Georgia,2012,47.5,39.4,0.79,5.23
1092,Americas,Argentina,2012,48.23,24.9,5.84,10.58
1093,Europe,Austria,2012,49.27,68.86,6.91,5.92
1094,Western Pacific,Philippines,2012,5.64,40.61,2.72,2.24
1095,Europe,Malta,2012,55.67,69.67,10.64,4.45
1096,Europe,Greece,2012,57.78,35.81,10.13,12.86
1097,Europe,Denmark,2012,62.69,112.37,4.99,7.97
1098,Africa,South Africa,2012,7.15,10.92,2.54,1.03
1099,South-East Asia,Sri Lanka,2012,7.42,17.77,0.65,0.58
1100,Eastern Mediterranean,Pakistan,2012,7.75,3.95,1.2,0.61
1101,Europe,Monaco,2012,73.2,189.34,27.67,10.66
1102,Europe,Ukraine,2012,81.33,73.9,0.39,6.64
1103,Africa,Seychelles,2012,9.35,42.11,0.4,1.41
1104,Africa,Burundi,2011,0.37,6.15,0.02,0.0
1105,Africa,Mozambique,2011,0.54,4.02,0.02,0.03
1106,Africa,Cameroon,2011,0.91,9.47,0.08,0.03
1107,Africa,Congo,2011,1.14,17.06,0.54,0.29
1108,Western Pacific,Kiribati,2011,1.36,37.25,0.36,0.27
1109,Africa,Madagascar,2011,1.37,2.08,0.0,0.08
1110,Americas,Haiti,2011,1.4,12.09,0.09,0.05
1111,Western Pacific,Solomon Islands,2011,1.97,17.49,0.8,0.65
1112,Eastern Mediterranean,Bahrain,2011,10.01,26.45,1.6,1.05
1113,Western Pacific,Malaysia,2011,12.55,34.36,2.96,1.46
1114,Americas,Ecuador,2011,13.82,20.64,0.53,2.73
1115,Western Pacific,Nauru,2011,13.86,69.31,1.98,0.99
1116,Africa,Mauritius,2011,14.07,28.53,3.17,2.08
1117,Western Pacific,China,2011,14.85,16.5,2.68,0.88
1118,Western Pacific,Brunei Darussalam,2011,15.22,78.57,1.2,2.38
1119,Americas,Chile,2011,15.75,15.27,2.67,5.9
1120,Europe,Tajikistan,2011,16.93,39.91,1.84,1.53
1121,Europe,Turkey,2011,16.98,23.83,3.52,2.84
1122,Americas,Trinidad and Tobago,2011,17.43,31.39,4.66,2.46
1123,Americas,Colombia,2011,17.54,9.52,1.14,12.11
1124,Eastern Mediterranean,United Arab Emirates,2011,17.86,35.49,0.7,4.17
1125,Europe,Bosnia and Herzegovina,2011,18.39,54.88,1.05,2.16
1126,Western Pacific,Singapore,2011,18.61,52.02,3.88,2.85
1127,Europe,Montenegro,2011,19.9,50.64,1.45,0.38
1128,Western Pacific,Cambodia,2011,2.24,8.63,0.4,0.2
1129,Eastern Mediterranean,Oman,2011,20.57,46.28,4.41,2.36
1130,Western Pacific,Republic of Korea,2011,20.63,48.1,6.85,4.36
1131,Europe,Turkmenistan,2011,20.79,41.09,1.56,1.06
1132,Europe,Poland,2011,22.04,58.51,6.88,3.41
1133,Europe,Cyprus,2011,22.06,36.18,1.66,6.83
1134,Americas,Bahamas,2011,22.33,39.23,5.43,2.26
1135,Europe,Kyrgyzstan,2011,22.55,57.59,0.32,1.71
1136,Eastern Mediterranean,Saudi Arabia,2011,22.7,51.57,5.87,3.82
1137,Europe,Slovenia,2011,25.0,84.02,5.52,6.25
1138,Europe,Uzbekistan,2011,25.17,114.85,0.38,1.69
1139,Europe,Romania,2011,25.22,58.24,7.14,6.57
1140,Western Pacific,New Zealand,2011,26.55,107.04,6.44,5.98
1141,Europe,United Kingdom,2011,26.82,86.52,7.57,5.23
1142,Europe,North Macedonia,2011,27.69,42.58,3.83,7.95
1143,Europe,Luxembourg,2011,27.77,116.29,7.21,8.41
1144,Europe,Armenia,2011,28.22,52.14,0.41,4.44
1145,Europe,Republic of Moldova,2011,28.28,64.73,5.27,4.7
1146,Western Pacific,Mongolia,2011,28.93,36.95,4.68,2.38
1147,Europe,Belgium,2011,29.15,103.67,11.64,7.05
1148,Europe,Croatia,2011,29.18,59.53,6.94,7.39
1149,Europe,Hungary,2011,29.66,64.0,5.77,5.26
1150,South-East Asia,Bangladesh,2011,3.73,1.88,0.6,0.31
1151,Africa,Botswana,2011,3.95,28.05,2.07,0.27
1152,Europe,Serbia,2011,30.43,62.33,3.2,3.46
1153,Europe,Netherlands,2011,31.03,119.64,2.06,4.88
1154,Europe,France,2011,31.24,87.47,9.53,6.49
1155,Europe,Latvia,2011,31.34,51.51,6.59,7.07
1156,Europe,Andorra,2011,31.36,38.82,8.23,7.07
1157,Europe,Estonia,2011,32.94,65.27,6.27,8.88
1158,Western Pacific,Australia,2011,32.96,108.4,6.77,5.37
1159,Europe,Slovakia,2011,33.07,62.76,6.27,4.85
1160,Europe,Azerbaijan,2011,33.97,68.77,1.79,2.59
1161,Europe,Iceland,2011,35.04,156.88,4.92,8.87
1162,Europe,Israel,2011,35.2,52.21,7.76,7.85
1163,Europe,Finland,2011,35.43,111.38,9.99,7.31
1164,Europe,Czechia,2011,36.37,84.61,5.93,7.08
1165,Europe,Belarus,2011,37.94,105.4,3.27,5.41
1166,Europe,Spain,2011,38.14,53.55,9.31,6.19
1167,Europe,Kazakhstan,2011,38.15,76.53,7.74,3.83
1168,Europe,Switzerland,2011,38.32,154.55,6.64,5.21
1169,Europe,Italy,2011,38.35,54.12,9.54,5.83
1170,Europe,Bulgaria,2011,38.38,47.26,7.53,9.13
1171,Europe,Germany,2011,38.49,103.39,6.27,8.28
1172,Europe,Sweden,2011,38.88,116.44,7.72,8.18
1173,Americas,Bolivia (Plurinational State of),2011,4.61,9.8,0.64,1.09
1174,Europe,Lithuania,2011,40.97,78.3,9.86,8.21
1175,Europe,Ireland,2011,41.04,133.99,10.47,5.82
1176,Europe,Portugal,2011,41.23,61.08,7.51,7.68
1177,Europe,Norway,2011,41.88,169.37,6.45,8.84
1178,Europe,Russian Federation,2011,42.2,69.62,0.57,2.91
1179,Europe,Georgia,2011,47.47,41.52,0.86,4.51
1180,Europe,Austria,2011,48.75,68.55,6.79,5.87
1181,Western Pacific,Philippines,2011,5.54,37.1,2.64,2.27
1182,Africa,Cabo Verde,2011,5.71,10.62,0.06,0.06
1183,Europe,Malta,2011,53.09,69.5,7.89,4.38
1184,Europe,Greece,2011,57.74,37.06,10.11,13.07
1185,Europe,Denmark,2011,61.82,111.58,4.83,8.02
1186,Africa,South Africa,2011,7.09,10.46,2.42,1.02
1187,South-East Asia,Sri Lanka,2011,7.18,17.7,0.64,0.55
1188,Europe,Monaco,2011,73.75,179.94,27.43,11.21
1189,Europe,Ukraine,2011,82.72,73.6,0.38,6.53
1190,Africa,Sierra Leone,2010,0.22,1.48,0.05,0.01
1191,Africa,Burkina Faso,2010,0.44,5.34,0.11,0.02
1192,Africa,Burundi,2010,0.45,6.37,0.03,0.0
1193,Africa,Mozambique,2010,0.5,4.13,0.02,0.03
1194,Africa,Zambia,2010,0.6,7.11,0.23,0.18
1195,Africa,Cameroon,2010,0.87,5.45,0.02,0.03
1196,Africa,Mali,2010,0.96,4.21,0.09,0.02
1197,Africa,Kenya,2010,1.71,7.13,0.74,0.22
1198,Africa,Madagascar,2010,1.86,2.13,0.0,0.09
1199,Africa,Seychelles,2010,10.53,43.37,0.42,2.0
1200,Western Pacific,Malaysia,2010,11.51,32.37,2.71,1.33
1201,Africa,Mauritius,2010,11.69,28.07,3.12,2.03
1202,Eastern Mediterranean,Tunisia,2010,12.07,22.14,3.01,2.91
1203,Eastern Mediterranean,Syrian Arab Republic,2010,13.88,17.82,7.36,7.11
1204,Americas,Chile,2010,14.23,12.58,2.62,5.57
1205,Western Pacific,Brunei Darussalam,2010,14.35,74.1,1.1,2.19
1206,South-East Asia,Maldives,2010,14.55,51.77,6.85,0.89
1207,Americas,Colombia,2010,16.66,8.97,1.09,11.62
1208,Europe,Tajikistan,2010,16.7,38.87,1.76,1.58
1209,Europe,Turkey,2010,16.83,22.51,3.61,2.92
1210,Americas,Trinidad and Tobago,2010,17.32,28.16,4.62,2.47
1211,Europe,Bosnia and Herzegovina,2010,17.49,53.34,0.97,2.09
1212,Eastern Mediterranean,United Arab Emirates,2010,17.49,32.69,2.2,4.44
1213,Western Pacific,Singapore,2010,17.79,57.79,3.57,3.09
1214,Western Pacific,Cambodia,2010,2.27,8.45,0.38,0.17
1215,Americas,Mexico,2010,20.07,24.22,0.49,1.16
1216,Western Pacific,Republic of Korea,2010,20.16,47.12,6.59,4.29
1217,Europe,Montenegro,2010,20.19,52.18,1.44,0.41
1218,Europe,Turkmenistan,2010,20.79,41.26,1.67,1.05
1219,Eastern Mediterranean,Oman,2010,21.26,46.66,4.54,2.37
1220,Europe,Cyprus,2010,21.27,34.99,1.61,6.85
1221,Europe,Poland,2010,21.84,58.64,6.62,3.29
1222,Western Pacific,Japan,2010,22.12,103.03,15.42,7.7
1223,Eastern Mediterranean,Jordan,2010,22.22,35.17,12.54,7.8
1224,Eastern Mediterranean,Saudi Arabia,2010,22.44,51.59,5.93,3.64
1225,Eastern Mediterranean,Lebanon,2010,22.98,17.44,10.93,10.7
1226,Europe,Kyrgyzstan,2010,23.1,55.75,0.31,1.86
1227,Europe,Slovenia,2010,24.35,82.52,5.39,6.16
1228,Europe,Romania,2010,24.85,57.22,6.62,6.34
1229,Europe,Uzbekistan,2010,25.55,114.32,0.38,1.65
1230,Western Pacific,New Zealand,2010,26.25,106.3,6.33,5.88
1231,Europe,United Kingdom,2010,26.45,88.59,6.45,5.13
1232,Europe,North Macedonia,2010,27.01,42.32,3.37,7.79
1233,Europe,Republic of Moldova,2010,27.43,63.54,4.9,4.52
1234,Europe,Luxembourg,2010,27.71,114.03,7.37,8.32
1235,Western Pacific,Mongolia,2010,27.75,36.56,4.35,1.97
1236,Europe,Armenia,2010,27.9,51.44,0.42,4.29
1237,Europe,Croatia,2010,28.61,58.13,6.63,7.34
1238,Europe,Hungary,2010,28.75,63.97,5.83,5.27
1239,Europe,Belgium,2010,29.09,100.95,11.55,7.02
1240,Europe,Netherlands,2010,29.36,118.13,1.97,4.68
1241,Europe,Andorra,2010,29.49,38.41,7.81,6.57
1242,South-East Asia,Bangladesh,2010,3.52,1.77,0.8,0.29
1243,Western Pacific,Kiribati,2010,3.77,37.17,0.37,0.37
1244,South-East Asia,Thailand,2010,3.83,20.23,1.27,1.73
1245,Europe,Serbia,2010,30.17,61.41,3.04,3.42
1246,Europe,Latvia,2010,31.07,51.972,6.83,7.09
1247,Europe,Estonia,2010,32.44,64.02,6.32,9.0
1248,Western Pacific,Australia,2010,33.45,104.08,8.69,5.18
1249,Europe,France,2010,33.45,85.71,11.56,6.8
1250,Europe,Slovakia,2010,33.59,64.21,6.06,4.94
1251,Europe,Finland,2010,34.4,107.93,10.05,7.33
1252,Europe,Belarus,2010,35.11,105.36,2.88,5.36
1253,Europe,Israel,2010,35.15,51.11,7.81,8.68
1254,Europe,Iceland,2010,35.89,153.21,4.87,9.4
1255,Europe,Czechia,2010,35.99,85.28,5.79,6.94
1256,Europe,Azerbaijan,2010,36.17,72.59,2.0,2.7
1257,Europe,Spain,2010,37.37,52.83,9.18,5.94
1258,Europe,Bulgaria,2010,37.47,47.1,7.53,8.71
1259,Europe,Germany,2010,37.57,102.44,6.26,8.22
1260,Europe,Italy,2010,37.63,54.39,8.62,5.66
1261,Europe,Kazakhstan,2010,37.91,74.53,6.69,3.95
1262,Europe,Sweden,2010,38.08,116.14,7.62,8.11
1263,Europe,Switzerland,2010,38.08,149.26,6.36,5.25
1264,Europe,Lithuania,2010,39.47,76.58,9.28,7.93
1265,Europe,Portugal,2010,39.82,59.02,7.25,7.66
1266,Americas,Bolivia (Plurinational State of),2010,4.33,8.22,0.56,0.96
1267,Europe,Norway,2010,41.14,166.55,6.38,8.78
1268,Europe,Ireland,2010,41.28,134.51,10.02,5.97
1269,Europe,Georgia,2010,46.79,41.56,0.91,3.23
1270,Europe,Austria,2010,48.27,67.57,6.67,5.81
1271,Europe,Russian Federation,2010,49.73,70.05,0.58,2.88
1272,Western Pacific,Tonga,2010,5.4,37.24,0.37,0.93
1273,Western Pacific,Philippines,2010,5.43,26.47,2.58,2.25
1274,Africa,Cabo Verde,2010,5.73,10.65,0.08,0.08
1275,Europe,Malta,2010,51.36,67.14,7.12,4.35
1276,Europe,Greece,2010,57.56,36.84,10.03,13.18
1277,Western Pacific,Marshall Islands,2010,6.15,24.42,0.39,0.77
1278,Europe,Denmark,2010,60.96,111.43,4.74,8.19
1279,Europe,Ukraine,2010,82.74,73.65,0.39,6.49
1280,Eastern Mediterranean,Bahrain,2010,9.71,25.16,1.62,1.01
1281,Africa,Niger,2009,0.28,2.03,0.01,0.01
1282,Africa,Central African Republic,2009,0.45,2.42,0.02,0.01
1283,Africa,Mozambique,2009,0.47,4.04,0.02,0.02
1284,Africa,Zambia,2009,0.59,7.04,0.23,0.18
1285,Africa,Cameroon,2009,0.7,3.99,0.01,0.02
1286,Africa,Guinea-Bissau,2009,0.81,6.83,0.06,0.05
1287,Africa,Democratic Republic of the Congo,2009,0.88,3.85,0.04,0.01
1288,Africa,Zimbabwe,2009,1.15,9.05,0.52,0.14
1289,Africa,Mali,2009,1.16,4.19,0.08,0.03
1290,Africa,Cabo Verde,2009,1.36,9.8,0.06,0.06
1291,Africa,Mauritania,2009,1.36,7.01,0.23,0.21
1292,Africa,Kenya,2009,1.71,3.95,0.72,0.25
1293,Africa,Madagascar,2009,1.73,2.32,0.0,0.08
